city_id,state_id,city_name,city_point,last_update_time
235.1.1,235.1,Abanda,SRID=4326;POINT(-85.5253 33.0926),
235.1.2,235.1,Abbeville,SRID=4326;POINT(-85.2528 31.5664),
235.1.3,235.1,Adamsville,SRID=4326;POINT(-86.974 33.6073),
235.1.4,235.1,Addison,SRID=4326;POINT(-87.1765 34.2017),
235.1.5,235.1,Akron,SRID=4326;POINT(-87.7429 32.8785),
235.1.6,235.1,Alabaster,SRID=4326;POINT(-86.8225 33.2198),
235.1.7,235.1,Albertville,SRID=4326;POINT(-86.2108 34.2633),
235.1.8,235.1,Alexander City,SRID=4326;POINT(-85.9358 32.9229),
235.1.9,235.1,Alexandria,SRID=4326;POINT(-85.8792 33.7675),
235.1.10,235.1,Aliceville,SRID=4326;POINT(-88.1593 33.1237),
235.1.11,235.1,Allgood,SRID=4326;POINT(-86.5178 33.9064),
235.1.12,235.1,Altoona,SRID=4326;POINT(-86.3179 34.0308),
235.1.13,235.1,Andalusia,SRID=4326;POINT(-86.4781 31.3102),
235.1.14,235.1,Anderson,SRID=4326;POINT(-87.2716 34.9147),
235.1.15,235.1,Anniston,SRID=4326;POINT(-85.8135 33.6712),
235.1.16,235.1,Arab,SRID=4326;POINT(-86.4991 34.3309),
235.1.17,235.1,Ardmore,SRID=4326;POINT(-86.8373 34.9847),
235.1.18,235.1,Argo,SRID=4326;POINT(-86.5063 33.6963),
235.1.19,235.1,Ariton,SRID=4326;POINT(-85.7131 31.5978),
235.1.20,235.1,Arley,SRID=4326;POINT(-87.2075 34.0885),
235.1.21,235.1,Ashford,SRID=4326;POINT(-85.2359 31.1858),
235.1.22,235.1,Ashland,SRID=4326;POINT(-85.8337 33.2703),
235.1.23,235.1,Ashville,SRID=4326;POINT(-86.2698 33.8331),
235.1.24,235.1,Athens,SRID=4326;POINT(-86.9503 34.7843),
235.1.25,235.1,Atmore,SRID=4326;POINT(-87.4762 31.0927),
235.1.26,235.1,Attalla,SRID=4326;POINT(-86.1039 34.005),
235.1.27,235.1,Auburn,SRID=4326;POINT(-85.4903 32.6087),
235.1.28,235.1,Autaugaville,SRID=4326;POINT(-86.6578 32.432),
235.1.29,235.1,Avon,SRID=4326;POINT(-85.279 31.1797),
235.1.30,235.1,Axis,SRID=4326;POINT(-88.018 30.9309),
235.1.31,235.1,Babbie,SRID=4326;POINT(-86.3229 31.3022),
235.1.32,235.1,Baileyton,SRID=4326;POINT(-86.6083 34.2609),
235.1.33,235.1,Bakerhill,SRID=4326;POINT(-85.2955 31.7769),
235.1.34,235.1,Ballplay,SRID=4326;POINT(-85.7852 34.0179),
235.1.35,235.1,Banks,SRID=4326;POINT(-85.8364 31.8132),
235.1.36,235.1,Bay Minette,SRID=4326;POINT(-87.7912 30.893),
235.1.37,235.1,Bayou La Batre,SRID=4326;POINT(-88.2611 30.4126),
235.1.38,235.1,Bear Creek,SRID=4326;POINT(-87.7164 34.2651),
235.1.39,235.1,Beatrice,SRID=4326;POINT(-87.209 31.7332),
235.1.40,235.1,Beaverton,SRID=4326;POINT(-88.0218 33.9354),
235.1.41,235.1,Belgreen,SRID=4326;POINT(-87.8653 34.4767),
235.1.42,235.1,Belk,SRID=4326;POINT(-87.9286 33.6517),
235.1.43,235.1,Bellamy,SRID=4326;POINT(-88.1277 32.4582),
235.1.44,235.1,Belle Fontaine,SRID=4326;POINT(-88.1131 30.492),
235.1.45,235.1,Benton,SRID=4326;POINT(-86.818 32.3078),
235.1.46,235.1,Berlin,SRID=4326;POINT(-86.7473 34.1862),
235.1.47,235.1,Berry,SRID=4326;POINT(-87.6079 33.6623),
235.1.48,235.1,Bessemer,SRID=4326;POINT(-86.9728 33.3712),
235.1.49,235.1,Billingsley,SRID=4326;POINT(-86.7087 32.661),
235.1.50,235.1,Birmingham,SRID=4326;POINT(-86.7971 33.5279),
235.1.51,235.1,Black,SRID=4326;POINT(-85.744 31.0099),
235.1.52,235.1,Blountsville,SRID=4326;POINT(-86.5867 34.0814),
235.1.53,235.1,Blue Ridge,SRID=4326;POINT(-86.1839 32.501),
235.1.54,235.1,Blue Springs,SRID=4326;POINT(-85.5035 31.6635),
235.1.55,235.1,Boaz,SRID=4326;POINT(-86.1529 34.1985),
235.1.56,235.1,Boligee,SRID=4326;POINT(-88.0264 32.7699),
235.1.57,235.1,Bon Air,SRID=4326;POINT(-86.3319 33.2621),
235.1.58,235.1,Bon Secour,SRID=4326;POINT(-87.7271 30.3222),
235.1.59,235.1,Boykin,SRID=4326;POINT(-87.2915 32.0696),
235.1.60,235.1,Brantley,SRID=4326;POINT(-86.2569 31.5823),
235.1.61,235.1,Brantleyville,SRID=4326;POINT(-86.882 33.2196),
235.1.62,235.1,Brent,SRID=4326;POINT(-87.1753 32.9421),
235.1.63,235.1,Brewton,SRID=4326;POINT(-87.0737 31.1113),
235.1.64,235.1,Bridgeport,SRID=4326;POINT(-85.7243 34.9496),
235.1.65,235.1,Brighton,SRID=4326;POINT(-86.9454 33.4396),
235.1.66,235.1,Brilliant,SRID=4326;POINT(-87.7691 34.0256),
235.1.67,235.1,Bristow Cove,SRID=4326;POINT(-86.241 34.1092),
235.1.68,235.1,Brook Highland,SRID=4326;POINT(-86.6849 33.4359),
235.1.69,235.1,Brookside,SRID=4326;POINT(-86.9002 33.6372),
235.1.70,235.1,Brookwood,SRID=4326;POINT(-87.3277 33.2398),
235.1.71,235.1,Broomtown,SRID=4326;POINT(-85.5322 34.3657),
235.1.72,235.1,Brundidge,SRID=4326;POINT(-85.8178 31.7182),
235.1.73,235.1,Bucks,SRID=4326;POINT(-88.0249 31.0169),
235.1.74,235.1,Butler,SRID=4326;POINT(-88.2108 32.0965),
235.1.75,235.1,Calera,SRID=4326;POINT(-86.7449 33.1254),
235.1.76,235.1,Calvert,SRID=4326;POINT(-88.0169 31.154),
235.1.77,235.1,Camden,SRID=4326;POINT(-87.2967 32.0007),
235.1.78,235.1,Camp Hill,SRID=4326;POINT(-85.6536 32.8002),
235.1.79,235.1,Carbon Hill,SRID=4326;POINT(-87.5224 33.8944),
235.1.80,235.1,Cardiff,SRID=4326;POINT(-86.9308 33.6473),
235.1.81,235.1,Carlisle-Rockledge,SRID=4326;POINT(-86.1191 34.114),
235.1.82,235.1,Carlton,SRID=4326;POINT(-87.8378 31.343),
235.1.83,235.1,Carolina,SRID=4326;POINT(-86.5227 31.2337),
235.1.84,235.1,Carrollton,SRID=4326;POINT(-88.0951 33.2619),
235.1.85,235.1,Castleberry,SRID=4326;POINT(-87.0269 31.3001),
235.1.86,235.1,Catherine,SRID=4326;POINT(-87.4699 32.186),
235.1.87,235.1,Cedar Bluff,SRID=4326;POINT(-85.5882 34.2217),
235.1.88,235.1,Center Point,SRID=4326;POINT(-86.6852 33.6447),
235.1.89,235.1,Centre,SRID=4326;POINT(-85.6689 34.1537),
235.1.90,235.1,Centreville,SRID=4326;POINT(-87.1334 32.9598),
235.1.91,235.1,Chatom,SRID=4326;POINT(-88.246 31.4691),
235.1.92,235.1,Chelsea,SRID=4326;POINT(-86.63 33.3262),
235.1.93,235.1,Cherokee,SRID=4326;POINT(-87.967 34.7577),
235.1.94,235.1,Chickasaw,SRID=4326;POINT(-88.0793 30.7715),
235.1.95,235.1,Childersburg,SRID=4326;POINT(-86.3456 33.2962),
235.1.96,235.1,Choccolocco,SRID=4326;POINT(-85.7128 33.6683),
235.1.97,235.1,Chunchula,SRID=4326;POINT(-88.2072 30.9237),
235.1.98,235.1,Citronelle,SRID=4326;POINT(-88.2467 31.0952),
235.1.99,235.1,Clanton,SRID=4326;POINT(-86.6233 32.8444),
235.1.100,235.1,Clay,SRID=4326;POINT(-86.609 33.6951),
235.1.101,235.1,Clayhatchee,SRID=4326;POINT(-85.7136 31.2434),
235.1.102,235.1,Clayton,SRID=4326;POINT(-85.4605 31.8823),
235.1.103,235.1,Cleveland,SRID=4326;POINT(-86.5671 33.9964),
235.1.104,235.1,Clio,SRID=4326;POINT(-85.6109 31.7085),
235.1.105,235.1,Coaling,SRID=4326;POINT(-87.3534 33.1641),
235.1.106,235.1,Coats Bend,SRID=4326;POINT(-85.8742 34.0774),
235.1.107,235.1,Coffee Springs,SRID=4326;POINT(-85.9103 31.1664),
235.1.108,235.1,Coffeeville,SRID=4326;POINT(-88.0861 31.7666),
235.1.109,235.1,Coker,SRID=4326;POINT(-87.68 33.2446),
235.1.110,235.1,Collinsville,SRID=4326;POINT(-85.8679 34.2664),
235.1.111,235.1,Colony,SRID=4326;POINT(-86.9022 33.9413),
235.1.112,235.1,Columbia,SRID=4326;POINT(-85.1103 31.2968),
235.1.113,235.1,Columbiana,SRID=4326;POINT(-86.6114 33.193),
235.1.114,235.1,Concord,SRID=4326;POINT(-87.0392 33.4674),
235.1.115,235.1,Coosada,SRID=4326;POINT(-86.3279 32.4984),
235.1.116,235.1,Cordova,SRID=4326;POINT(-87.1926 33.7613),
235.1.117,235.1,Cottondale,SRID=4326;POINT(-87.4543 33.1923),
235.1.118,235.1,Cottonwood,SRID=4326;POINT(-85.3008 31.0552),
235.1.119,235.1,County Line,SRID=4326;POINT(-86.7195 33.8208),
235.1.120,235.1,Courtland,SRID=4326;POINT(-87.326 34.6703),
235.1.121,235.1,Cowarts,SRID=4326;POINT(-85.3057 31.2034),
235.1.122,235.1,Creola,SRID=4326;POINT(-88.0132 30.8906),
235.1.123,235.1,Crossville,SRID=4326;POINT(-85.9996 34.2852),
235.1.124,235.1,Cuba,SRID=4326;POINT(-88.3755 32.441),
235.1.125,235.1,Cullman,SRID=4326;POINT(-86.8407 34.1775),
235.1.126,235.1,Cullomburg,SRID=4326;POINT(-88.2917 31.7131),
235.1.127,235.1,Cusseta,SRID=4326;POINT(-85.3057 32.7876),
235.1.128,235.1,Dadeville,SRID=4326;POINT(-85.7675 32.8326),
235.1.129,235.1,Daleville,SRID=4326;POINT(-85.7117 31.2915),
235.1.130,235.1,Daphne,SRID=4326;POINT(-87.8816 30.6263),
235.1.131,235.1,Dauphin Island,SRID=4326;POINT(-88.1438 30.2525),
235.1.132,235.1,Daviston,SRID=4326;POINT(-85.6371 33.0557),
235.1.133,235.1,Dayton,SRID=4326;POINT(-87.6416 32.351),
235.1.134,235.1,Deatsville,SRID=4326;POINT(-86.3917 32.5864),
235.1.135,235.1,Decatur,SRID=4326;POINT(-86.9905 34.5731),
235.1.136,235.1,Deer Park,SRID=4326;POINT(-88.3226 31.2198),
235.1.137,235.1,Delta,SRID=4326;POINT(-85.6746 33.447),
235.1.138,235.1,Demopolis,SRID=4326;POINT(-87.8298 32.498),
235.1.139,235.1,Detroit,SRID=4326;POINT(-88.1678 34.0274),
235.1.140,235.1,Dodge City,SRID=4326;POINT(-86.8853 34.0445),
235.1.141,235.1,Dora,SRID=4326;POINT(-87.0842 33.7288),
235.1.142,235.1,Dothan,SRID=4326;POINT(-85.407 31.2336),
235.1.143,235.1,Double Springs,SRID=4326;POINT(-87.391 34.1502),
235.1.144,235.1,Douglas,SRID=4326;POINT(-86.3224 34.1705),
235.1.145,235.1,Dozier,SRID=4326;POINT(-86.3694 31.5031),
235.1.146,235.1,Dunnavant,SRID=4326;POINT(-86.5421 33.4977),
235.1.147,235.1,Dutton,SRID=4326;POINT(-85.9119 34.6062),
235.1.148,235.1,Eagle Point,SRID=4326;POINT(-86.6779 33.3937),
235.1.149,235.1,East Brewton,SRID=4326;POINT(-87.0556 31.0906),
235.1.150,235.1,East Point,SRID=4326;POINT(-86.7928 34.1857),
235.1.151,235.1,Eclectic,SRID=4326;POINT(-86.0387 32.6387),
235.1.152,235.1,Edgewater,SRID=4326;POINT(-86.9572 33.5287),
235.1.153,235.1,Edwardsville,SRID=4326;POINT(-85.4523 33.8409),
235.1.154,235.1,Egypt,SRID=4326;POINT(-86.1651 34.076),
235.1.155,235.1,Elba,SRID=4326;POINT(-86.0759 31.4172),
235.1.156,235.1,Elberta,SRID=4326;POINT(-87.5888 30.3855),
235.1.157,235.1,Eldridge,SRID=4326;POINT(-87.6202 33.922),
235.1.158,235.1,Elkmont,SRID=4326;POINT(-86.9765 34.9289),
235.1.159,235.1,Elmore,SRID=4326;POINT(-86.3425 32.5552),
235.1.160,235.1,Emelle,SRID=4326;POINT(-88.3165 32.7287),
235.1.161,235.1,Emerald Mountain,SRID=4326;POINT(-86.0857 32.4396),
235.1.162,235.1,Enterprise,SRID=4326;POINT(-85.8463 31.3275),
235.1.163,235.1,Epes,SRID=4326;POINT(-88.1405 32.6906),
235.1.164,235.1,Equality,SRID=4326;POINT(-86.106 32.7634),
235.1.165,235.1,Ethelsville,SRID=4326;POINT(-88.2161 33.4141),
235.1.166,235.1,Eufaula,SRID=4326;POINT(-85.1505 31.9102),
235.1.167,235.1,Eunola,SRID=4326;POINT(-85.8409 31.0326),
235.1.168,235.1,Eutaw,SRID=4326;POINT(-87.8986 32.8436),
235.1.169,235.1,Eva,SRID=4326;POINT(-86.7614 34.3272),
235.1.170,235.1,Evergreen,SRID=4326;POINT(-86.9723 31.4342),
235.1.171,235.1,Excel,SRID=4326;POINT(-87.3433 31.4264),
235.1.172,235.1,Fairfield,SRID=4326;POINT(-86.9194 33.4747),
235.1.173,235.1,Fairford,SRID=4326;POINT(-88.0728 31.178),
235.1.174,235.1,Fairhope,SRID=4326;POINT(-87.8813 30.5209),
235.1.175,235.1,Fairview,SRID=4326;POINT(-86.6846 34.2501),
235.1.176,235.1,Falkville,SRID=4326;POINT(-86.9086 34.3793),
235.1.177,235.1,Faunsdale,SRID=4326;POINT(-87.5938 32.4576),
235.1.178,235.1,Fayette,SRID=4326;POINT(-87.8307 33.6943),
235.1.179,235.1,Fayetteville,SRID=4326;POINT(-86.4412 33.1643),
235.1.180,235.1,Fitzpatrick,SRID=4326;POINT(-85.8784 32.2113),
235.1.181,235.1,Five Points,SRID=4326;POINT(-85.3516 33.0173),
235.1.182,235.1,Flomaton,SRID=4326;POINT(-87.2541 31.0127),
235.1.183,235.1,Florala,SRID=4326;POINT(-86.3138 31.0176),
235.1.184,235.1,Florence,SRID=4326;POINT(-87.6655 34.8303),
235.1.185,235.1,Foley,SRID=4326;POINT(-87.665 30.3983),
235.1.186,235.1,Forestdale,SRID=4326;POINT(-86.9 33.5737),
235.1.187,235.1,Forkland,SRID=4326;POINT(-87.8671 32.6489),
235.1.188,235.1,Fort Deposit,SRID=4326;POINT(-86.5664 31.9863),
235.1.189,235.1,Fort Payne,SRID=4326;POINT(-85.6965 34.4559),
235.1.190,235.1,Fort Rucker,SRID=4326;POINT(-85.7154 31.3428),
235.1.191,235.1,Franklin,SRID=4326;POINT(-85.7864 32.4513),
235.1.192,235.1,Fredonia,SRID=4326;POINT(-85.2912 32.9861),
235.1.193,235.1,Frisco City,SRID=4326;POINT(-87.4037 31.4353),
235.1.194,235.1,Fruitdale,SRID=4326;POINT(-88.4108 31.3429),
235.1.195,235.1,Fruithurst,SRID=4326;POINT(-85.4313 33.7295),
235.1.196,235.1,Fulton,SRID=4326;POINT(-87.7396 31.7916),
235.1.197,235.1,Fultondale,SRID=4326;POINT(-86.8014 33.6174),
235.1.198,235.1,Fyffe,SRID=4326;POINT(-85.9052 34.449),
235.1.199,235.1,Gadsden,SRID=4326;POINT(-86.0157 34.0086),
235.1.200,235.1,Gainesville,SRID=4326;POINT(-88.1608 32.8149),
235.1.201,235.1,Gallant,SRID=4326;POINT(-86.2304 34.0013),
235.1.202,235.1,Gantt,SRID=4326;POINT(-86.4842 31.4092),
235.1.203,235.1,Garden City,SRID=4326;POINT(-86.7493 34.015),
235.1.204,235.1,Gardendale,SRID=4326;POINT(-86.8069 33.6677),
235.1.205,235.1,Gaylesville,SRID=4326;POINT(-85.5603 34.2665),
235.1.206,235.1,Geiger,SRID=4326;POINT(-88.3133 32.8696),
235.1.207,235.1,Geneva,SRID=4326;POINT(-85.8763 31.0437),
235.1.208,235.1,Georgiana,SRID=4326;POINT(-86.7468 31.6391),
235.1.209,235.1,Geraldine,SRID=4326;POINT(-86.0037 34.3579),
235.1.210,235.1,Gilbertown,SRID=4326;POINT(-88.3075 31.8663),
235.1.211,235.1,Glen Allen,SRID=4326;POINT(-87.7329 33.8922),
235.1.212,235.1,Glencoe,SRID=4326;POINT(-85.9322 33.9447),
235.1.213,235.1,Glenwood,SRID=4326;POINT(-86.173 31.6675),
235.1.214,235.1,Goldville,SRID=4326;POINT(-85.7831 33.0842),
235.1.215,235.1,Good Hope,SRID=4326;POINT(-86.8662 34.1102),
235.1.216,235.1,Goodwater,SRID=4326;POINT(-86.0516 33.0608),
235.1.217,235.1,Gordo,SRID=4326;POINT(-87.904 33.3221),
235.1.218,235.1,Gordon,SRID=4326;POINT(-85.0925 31.1436),
235.1.219,235.1,Gordonville,SRID=4326;POINT(-86.6995 32.1489),
235.1.220,235.1,Goshen,SRID=4326;POINT(-86.1242 31.7182),
235.1.221,235.1,Graham,SRID=4326;POINT(-85.323 33.4552),
235.1.222,235.1,Grand Bay,SRID=4326;POINT(-88.345 30.4717),
235.1.223,235.1,Grant,SRID=4326;POINT(-86.2492 34.519),
235.1.224,235.1,Grayson Valley,SRID=4326;POINT(-86.6417 33.6467),
235.1.225,235.1,Graysville,SRID=4326;POINT(-86.9665 33.6567),
235.1.226,235.1,Greensboro,SRID=4326;POINT(-87.595 32.7014),
235.1.227,235.1,Greenville,SRID=4326;POINT(-86.638 31.8437),
235.1.228,235.1,Grimes,SRID=4326;POINT(-85.4503 31.2999),
235.1.229,235.1,Grove Hill,SRID=4326;POINT(-87.7748 31.7006),
235.1.230,235.1,Gu-Win,SRID=4326;POINT(-87.8705 33.9443),
235.1.231,235.1,Guin,SRID=4326;POINT(-87.9023 33.9832),
235.1.232,235.1,Gulf Shores,SRID=4326;POINT(-87.7017 30.2764),
235.1.233,235.1,Gulfcrest,SRID=4326;POINT(-88.2399 30.9925),
235.1.234,235.1,Guntersville,SRID=4326;POINT(-86.2637 34.3671),
235.1.235,235.1,Gurley,SRID=4326;POINT(-86.3768 34.7072),
235.1.236,235.1,Hackleburg,SRID=4326;POINT(-87.8303 34.2693),
235.1.237,235.1,Hackneyville,SRID=4326;POINT(-85.9312 33.0567),
235.1.238,235.1,Haleburg,SRID=4326;POINT(-85.1381 31.4099),
235.1.239,235.1,Haleyville,SRID=4326;POINT(-87.6175 34.2331),
235.1.240,235.1,Hamilton,SRID=4326;POINT(-87.9755 34.1346),
235.1.241,235.1,Hammondville,SRID=4326;POINT(-85.6394 34.5688),
235.1.242,235.1,Hanceville,SRID=4326;POINT(-86.7645 34.0632),
235.1.243,235.1,Hanover,SRID=4326;POINT(-86.199 33.0029),
235.1.244,235.1,Harpersville,SRID=4326;POINT(-86.4286 33.3184),
235.1.245,235.1,Hartford,SRID=4326;POINT(-85.6916 31.1055),
235.1.246,235.1,Hartselle,SRID=4326;POINT(-86.9396 34.4391),
235.1.247,235.1,Harvest,SRID=4326;POINT(-86.752 34.8558),
235.1.248,235.1,Hatton,SRID=4326;POINT(-87.4136 34.5611),
235.1.249,235.1,Hayden,SRID=4326;POINT(-86.7842 33.8818),
235.1.250,235.1,Hayneville,SRID=4326;POINT(-86.5787 32.1822),
235.1.251,235.1,Hazel Green,SRID=4326;POINT(-86.5671 34.9236),
235.1.252,235.1,Headland,SRID=4326;POINT(-85.3523 31.3501),
235.1.253,235.1,Heath,SRID=4326;POINT(-86.4673 31.3579),
235.1.254,235.1,Heflin,SRID=4326;POINT(-85.5698 33.647),
235.1.255,235.1,Helena,SRID=4326;POINT(-86.8791 33.2837),
235.1.256,235.1,Henagar,SRID=4326;POINT(-85.7413 34.6306),
235.1.257,235.1,Highland Lake,SRID=4326;POINT(-86.4244 33.8876),
235.1.258,235.1,Highland Lakes,SRID=4326;POINT(-86.6495 33.3973),
235.1.259,235.1,Hillsboro,SRID=4326;POINT(-87.1838 34.6407),
235.1.260,235.1,Hissop,SRID=4326;POINT(-86.1285 32.8815),
235.1.261,235.1,Hobson,SRID=4326;POINT(-88.1513 31.4836),
235.1.262,235.1,Hobson City,SRID=4326;POINT(-85.8561 33.6148),
235.1.263,235.1,Hodges,SRID=4326;POINT(-87.9299 34.334),
235.1.264,235.1,Hokes Bluff,SRID=4326;POINT(-85.8639 33.9902),
235.1.265,235.1,Hollins,SRID=4326;POINT(-86.129 33.1214),
235.1.266,235.1,Hollis Crossroads,SRID=4326;POINT(-85.6437 33.5231),
235.1.267,235.1,Holly Pond,SRID=4326;POINT(-86.6125 34.1696),
235.1.268,235.1,Hollywood,SRID=4326;POINT(-85.9641 34.7195),
235.1.269,235.1,Holt,SRID=4326;POINT(-87.4827 33.2302),
235.1.270,235.1,Holtville,SRID=4326;POINT(-86.3268 32.6314),
235.1.271,235.1,Homewood,SRID=4326;POINT(-86.809 33.4619),
235.1.272,235.1,Hoover,SRID=4326;POINT(-86.8068 33.3763),
235.1.273,235.1,Horn Hill,SRID=4326;POINT(-86.3211 31.2382),
235.1.274,235.1,Hueytown,SRID=4326;POINT(-87.022 33.4239),
235.1.275,235.1,Huguley,SRID=4326;POINT(-85.2396 32.8431),
235.1.276,235.1,Huntsville,SRID=4326;POINT(-86.6412 34.6981),
235.1.277,235.1,Hurtsboro,SRID=4326;POINT(-85.4147 32.2401),
235.1.278,235.1,Hytop,SRID=4326;POINT(-86.088 34.8965),
235.1.279,235.1,Ider,SRID=4326;POINT(-85.669 34.7026),
235.1.280,235.1,Indian Springs Village,SRID=4326;POINT(-86.7492 33.359),
235.1.281,235.1,Irondale,SRID=4326;POINT(-86.6606 33.5439),
235.1.282,235.1,Ivalee,SRID=4326;POINT(-86.1472 34.0372),
235.1.283,235.1,Jackson,SRID=4326;POINT(-87.8915 31.5318),
235.1.284,235.1,Jacksons' Gap,SRID=4326;POINT(-85.8151 32.8831),
235.1.285,235.1,Jacksonville,SRID=4326;POINT(-85.7545 33.8088),
235.1.286,235.1,Jasper,SRID=4326;POINT(-87.271 33.8508),
235.1.287,235.1,Jemison,SRID=4326;POINT(-86.7339 32.9696),
235.1.288,235.1,Joppa,SRID=4326;POINT(-86.5506 34.2982),
235.1.289,235.1,Kansas,SRID=4326;POINT(-87.5568 33.9029),
235.1.290,235.1,Kellyton,SRID=4326;POINT(-86.0358 32.9791),
235.1.291,235.1,Kennedy,SRID=4326;POINT(-87.9859 33.581),
235.1.292,235.1,Killen,SRID=4326;POINT(-87.5268 34.8607),
235.1.293,235.1,Kimberly,SRID=4326;POINT(-86.7964 33.7758),
235.1.294,235.1,Kinsey,SRID=4326;POINT(-85.3353 31.2926),
235.1.295,235.1,Kinston,SRID=4326;POINT(-86.1705 31.22),
235.1.296,235.1,La Fayette,SRID=4326;POINT(-85.4007 32.8997),
235.1.297,235.1,Ladonia,SRID=4326;POINT(-85.0877 32.4609),
235.1.298,235.1,Lake View,SRID=4326;POINT(-87.1259 33.2802),
235.1.299,235.1,Lanett,SRID=4326;POINT(-85.2078 32.8577),
235.1.300,235.1,Langston,SRID=4326;POINT(-86.0899 34.5374),
235.1.301,235.1,Leeds,SRID=4326;POINT(-86.5639 33.5436),
235.1.302,235.1,Leesburg,SRID=4326;POINT(-85.775 34.1839),
235.1.303,235.1,Leighton,SRID=4326;POINT(-87.5282 34.6941),
235.1.304,235.1,Leroy,SRID=4326;POINT(-87.969 31.4952),
235.1.305,235.1,Lester,SRID=4326;POINT(-87.1513 34.9871),
235.1.306,235.1,Level Plains,SRID=4326;POINT(-85.7687 31.3071),
235.1.307,235.1,Lexington,SRID=4326;POINT(-87.3735 34.9652),
235.1.308,235.1,Libertyville,SRID=4326;POINT(-86.46 31.2428),
235.1.309,235.1,Lillian,SRID=4326;POINT(-87.432 30.4122),
235.1.310,235.1,Lincoln,SRID=4326;POINT(-86.1365 33.5935),
235.1.311,235.1,Linden,SRID=4326;POINT(-87.7926 32.3001),
235.1.312,235.1,Lineville,SRID=4326;POINT(-85.7508 33.3129),
235.1.313,235.1,Lipscomb,SRID=4326;POINT(-86.9261 33.426),
235.1.314,235.1,Lisman,SRID=4326;POINT(-88.3002 32.1792),
235.1.315,235.1,Littleville,SRID=4326;POINT(-87.6719 34.595),
235.1.316,235.1,Livingston,SRID=4326;POINT(-88.1891 32.5982),
235.1.317,235.1,Loachapoka,SRID=4326;POINT(-85.5948 32.6049),
235.1.318,235.1,Lockhart,SRID=4326;POINT(-86.3505 31.0128),
235.1.319,235.1,Locust Fork,SRID=4326;POINT(-86.6302 33.8957),
235.1.320,235.1,Lookout Mountain,SRID=4326;POINT(-85.9585 34.1091),
235.1.321,235.1,Louisville,SRID=4326;POINT(-85.5583 31.781),
235.1.322,235.1,Lowndesboro,SRID=4326;POINT(-86.6108 32.2764),
235.1.323,235.1,Loxley,SRID=4326;POINT(-87.7416 30.6812),
235.1.324,235.1,Luverne,SRID=4326;POINT(-86.2687 31.7186),
235.1.325,235.1,Lynn,SRID=4326;POINT(-87.5555 34.0548),
235.1.326,235.1,Macedonia,SRID=4326;POINT(-88.2392 33.4031),
235.1.327,235.1,Madison,SRID=4326;POINT(-86.7626 34.7114),
235.1.328,235.1,Madrid,SRID=4326;POINT(-85.3992 31.0356),
235.1.329,235.1,Magnolia Springs,SRID=4326;POINT(-87.7749 30.4003),
235.1.330,235.1,Malcolm,SRID=4326;POINT(-88.0016 31.1946),
235.1.331,235.1,Malvern,SRID=4326;POINT(-85.521 31.1428),
235.1.332,235.1,Maplesville,SRID=4326;POINT(-86.8783 32.7867),
235.1.333,235.1,Marbury,SRID=4326;POINT(-86.4608 32.6793),
235.1.334,235.1,Margaret,SRID=4326;POINT(-86.468 33.6734),
235.1.335,235.1,Marion,SRID=4326;POINT(-87.3172 32.6318),
235.1.336,235.1,Maytown,SRID=4326;POINT(-87.0001 33.5499),
235.1.337,235.1,McCalla,SRID=4326;POINT(-87.0302 33.3023),
235.1.338,235.1,McDonald Chapel,SRID=4326;POINT(-86.9385 33.519),
235.1.339,235.1,McIntosh,SRID=4326;POINT(-88.0284 31.2649),
235.1.340,235.1,McKenzie,SRID=4326;POINT(-86.7246 31.5429),
235.1.341,235.1,McMullen,SRID=4326;POINT(-88.1757 33.1481),
235.1.342,235.1,Meadowbrook,SRID=4326;POINT(-86.7041 33.3935),
235.1.343,235.1,Megargel,SRID=4326;POINT(-87.4307 31.3781),
235.1.344,235.1,Memphis,SRID=4326;POINT(-88.3008 33.1369),
235.1.345,235.1,Mentone,SRID=4326;POINT(-85.5846 34.5655),
235.1.346,235.1,Meridianville,SRID=4326;POINT(-86.5722 34.8729),
235.1.347,235.1,Midfield,SRID=4326;POINT(-86.9224 33.4553),
235.1.348,235.1,Midland City,SRID=4326;POINT(-85.4937 31.3157),
235.1.349,235.1,Midway,SRID=4326;POINT(-85.5244 32.0764),
235.1.350,235.1,Mignon,SRID=4326;POINT(-86.265 33.1948),
235.1.351,235.1,Millbrook,SRID=4326;POINT(-86.3737 32.5027),
235.1.352,235.1,Millerville,SRID=4326;POINT(-85.9302 33.1926),
235.1.353,235.1,Millport,SRID=4326;POINT(-88.0817 33.5586),
235.1.354,235.1,Millry,SRID=4326;POINT(-88.319 31.6256),
235.1.355,235.1,Minor,SRID=4326;POINT(-86.9401 33.539),
235.1.356,235.1,Mobile,SRID=4326;POINT(-88.1162 30.6782),
235.1.357,235.1,Monroeville,SRID=4326;POINT(-87.3279 31.5162),
235.1.358,235.1,Montevallo,SRID=4326;POINT(-86.8477 33.1246),
235.1.359,235.1,Montgomery,SRID=4326;POINT(-86.2668 32.3482),
235.1.360,235.1,Moody,SRID=4326;POINT(-86.4963 33.5986),
235.1.361,235.1,Moores Mill,SRID=4326;POINT(-86.5222 34.8491),
235.1.362,235.1,Mooresville,SRID=4326;POINT(-86.8802 34.6257),
235.1.363,235.1,Morris,SRID=4326;POINT(-86.8042 33.7464),
